case,activity,timestamp,resource,department,group,channel,enddate,responsible,org_group,activity_id
case-5710,T05 Print and send confirmation of receipt,2011/02/10 09:58:47,Resource01,General,,Internet,2011-02-22 09:37:38.363000+01:00,Resource01,Group 2,7
case-9410,Confirmation of receipt,2011/10/06 08:04:24,Resource02,General,Group 5,Internet,2011-10-17 13:02:05.819000+02:00,Resource02,EMPTY,1
case-9410,T02 Check confirmation of receipt,2011/10/06 08:04:49,Resource02,General,Group 5,Internet,2011-10-17 13:02:05.819000+02:00,Resource02,Group 4,2
case-9410,T04 Determine confirmation of receipt,2011/10/06 08:05:07,Resource02,General,Group 5,Internet,2011-10-17 13:02:05.819000+02:00,Resource02,Group 3,6
case-9410,T05 Print and send confirmation of receipt,2011/10/06 08:05:26,Resource02,General,Group 5,Internet,2011-10-17 13:02:05.819000+02:00,Resource02,Group 2,7
case-9410,T06 Determine necessity of stop advice,2011/10/06 08:05:49,Resource02,General,Group 5,Internet,2011-10-17 13:02:05.819000+02:00,Resource02,Group 1,4
case-9410,T10 Determine necessity to stop indication,2011/10/06 08:06:28,Resource02,General,Group 5,Internet,2011-10-17 13:02:05.819000+02:00,Resource02,Group 1,5
case-8465,Confirmation of receipt,2011/07/08 11:12:19,Resource27,General,Group 8,Internet,2011-08-03 07:44:33.808000+02:00,Resource11,Group 1,1
case-8465,T02 Check confirmation of receipt,2011/07/21 10:46:40,Resource01,General,Group 8,Internet,2011-08-03 07:44:33.808000+02:00,Resource11,EMPTY,2
case-8465,T04 Determine confirmation of receipt,2011/07/21 10:47:10,Resource01,General,Group 8,Internet,2011-08-03 07:44:33.808000+02:00,Resource11,Group 3,6
case-8465,T05 Print and send confirmation of receipt,2011/07/21 10:47:29,Resource01,General,Group 8,Internet,2011-08-03 07:44:33.808000+02:00,Resource11,Group 2,7
case-8465,T06 Determine necessity of stop advice,2011/07/21 10:47:46,Resource01,General,Group 8,Internet,2011-08-03 07:44:33.808000+02:00,Resource11,Group 1,4
case-8465,T10 Determine necessity to stop indication,2011/07/21 10:50:14,Resource01,General,Group 8,Internet,2011-08-03 07:44:33.808000+02:00,Resource11,Group 1,5
case-9932,Confirmation of receipt,2011/10/10 16:27:46,Resource03,General,Group 8,Internet,2011-11-17 08:54:03.790000+01:00,Resource11,EMPTY,1
case-9932,T02 Check confirmation of receipt,2011/10/10 16:30:22,Resource03,General,Group 8,Internet,2011-11-17 08:54:03.790000+01:00,Resource11,Group 4,2
case-9932,T06 Determine necessity of stop advice,2011/10/10 16:32:12,Resource03,General,Group 8,Internet,2011-11-17 08:54:03.790000+01:00,Resource11,Group 1,4
case-9932,T04 Determine confirmation of receipt,2011/10/10 16:32:29,Resource03,General,Group 8,Internet,2011-11-17 08:54:03.790000+01:00,Resource11,Group 3,6
case-9932,T05 Print and send confirmation of receipt,2011/10/10 16:32:54,Resource03,General,Group 8,Internet,2011-11-17 08:54:03.790000+01:00,Resource11,Group 2,7
case-9932,T10 Determine necessity to stop indication,2011/10/10 16:33:24,Resource03,General,Group 8,Internet,2011-11-17 08:54:03.790000+01:00,Resource11,Group 1,5
case-8856,Confirmation of receipt,2011/08/04 12:03:43,Resource01,General,Group 8,Internet,2011-10-04 08:42:50.217000+02:00,Resource01,EMPTY,1
case-8856,T02 Check confirmation of receipt,2011/08/04 12:46:28,Resource01,General,Group 8,Internet,2011-10-04 08:42:50.217000+02:00,Resource01,Group 4,2
case-8856,T04 Determine confirmation of receipt,2011/08/04 12:47:05,Resource01,General,Group 8,Internet,2011-10-04 08:42:50.217000+02:00,Resource01,Group 3,6
case-8856,T05 Print and send confirmation of receipt,2011/08/04 12:48:05,Resource01,General,Group 8,Internet,2011-10-04 08:42:50.217000+02:00,Resource01,Group 2,7
case-8856,T06 Determine necessity of stop advice,2011/08/04 12:48:34,Resource01,General,Group 8,Internet,2011-10-04 08:42:50.217000+02:00,Resource01,Group 1,4
case-8856,T10 Determine necessity to stop indication,2011/08/04 12:49:44,Resource01,General,Group 8,Internet,2011-10-04 08:42:50.217000+02:00,Resource01,Group 1,5
case-6993,Confirmation of receipt,2011/04/28 15:43:32,Resource01,General,,Internet,2011-06-06 00:00:00.020000+02:00,Resource11,EMPTY,1
case-6993,T02 Check confirmation of receipt,2011/04/28 15:43:50,Resource01,General,,Internet,2011-06-06 00:00:00.020000+02:00,Resource11,Group 4,2
case-6993,T04 Determine confirmation of receipt,2011/04/28 15:44:05,Resource01,General,,Internet,2011-06-06 00:00:00.020000+02:00,Resource11,Group 3,6
case-6993,T05 Print and send confirmation of receipt,2011/04/28 15:44:20,Resource01,General,,Internet,2011-06-06 00:00:00.020000+02:00,Resource11,Group 2,7
case-6993,T06 Determine necessity of stop advice,2011/05/12 11:45:14,Resource01,General,,Internet,2011-06-06 00:00:00.020000+02:00,Resource11,Group 1,4
case-6993,T10 Determine necessity to stop indication,2011/05/12 11:46:39,Resource01,General,,Internet,2011-06-06 00:00:00.020000+02:00,Resource11,Group 1,5
case-10479,Confirmation of receipt,2011/11/18 10:39:14,Resource03,General,Group 2,Internet,2011-11-18 11:14:22.481000+01:00,Resource03,EMPTY,1
case-10479,T02 Check confirmation of receipt,2011/11/18 10:39:34,Resource03,General,Group 2,Internet,2011-11-18 11:14:22.481000+01:00,Resource03,Group 4,2
case-10479,T04 Determine confirmation of receipt,2011/11/18 10:58:40,Resource03,General,Group 2,Internet,2011-11-18 11:14:22.481000+01:00,Resource03,Group 3,6
case-10479,T05 Print and send confirmation of receipt,2011/11/18 11:13:53,Resource03,General,Group 2,Internet,2011-11-18 11:14:22.481000+01:00,Resource03,Group 2,7
case-10479,T06 Determine necessity of stop advice,2011/11/18 11:14:23,admin2,General,Group 2,Internet,2011-11-18 11:14:22.481000+01:00,Resource03,Group 1,4
case-4380,Confirmation of receipt,2010/11/23 12:25:37,Resource15,General,,Internet,2010-12-22 16:21:33.700000+01:00,Resource15,Group 1,1
case-4380,T02 Check confirmation of receipt,2010/11/26 08:58:13,Resource24,General,,Internet,2010-12-22 16:21:33.700000+01:00,Resource15,EMPTY,2
case-4380,T04 Determine confirmation of receipt,2010/11/30 08:39:05,Resource15,General,,Internet,2010-12-22 16:21:33.700000+01:00,Resource15,Group 3,6
case-4380,T06 Determine necessity of stop advice,2010/11/30 08:40:11,Resource15,General,,Internet,2010-12-22 16:21:33.700000+01:00,Resource15,Group 1,4
case-4380,T10 Determine necessity to stop indication,2010/11/30 08:40:35,Resource15,General,,Internet,2010-12-22 16:21:33.700000+01:00,Resource15,Group 1,5
case-4380,T05 Print and send confirmation of receipt,2010/12/06 15:16:35,admin1,General,,Internet,2010-12-22 16:21:33.700000+01:00,Resource15,Group 2,7
case-4247,Confirmation of receipt,2010/11/25 16:26:23,Resource07,General,,Internet,2010-12-23 09:28:01.451000+01:00,Resource07,Group 1,1
case-4247,T06 Determine necessity of stop advice,2010/11/25 16:26:41,Resource07,General,,Internet,2010-12-23 09:28:01.451000+01:00,Resource07,Group 1,4
case-4247,T10 Determine necessity to stop indication,2010/11/25 16:27:03,Resource07,General,,Internet,2010-12-23 09:28:01.451000+01:00,Resource07,Group 1,5
case-4247,T02 Check confirmation of receipt,2010/11/30 11:15:10,Resource07,General,,Internet,2010-12-23 09:28:01.451000+01:00,Resource07,Group 4,2
case-4247,T04 Determine confirmation of receipt,2010/11/30 11:33:21,Resource07,General,,Internet,2010-12-23 09:28:01.451000+01:00,Resource07,Group 3,6
case-4247,T05 Print and send confirmation of receipt,2010/11/30 12:26:33,Resource11,General,,Internet,2010-12-23 09:28:01.451000+01:00,Resource07,EMPTY,7
case-10593,Confirmation of receipt,2011/11/30 13:54:33,Resource04,General,Group 5,Internet,2012-01-17 14:33:56.518000+01:00,Resource04,EMPTY,1
case-10593,T02 Check confirmation of receipt,2011/11/30 13:54:56,Resource04,General,Group 5,Internet,2012-01-17 14:33:56.518000+01:00,Resource04,Group 4,2
case-10593,T04 Determine confirmation of receipt,2011/11/30 13:55:14,Resource04,General,Group 5,Internet,2012-01-17 14:33:56.518000+01:00,Resource04,Group 3,6
case-10593,T05 Print and send confirmation of receipt,2011/11/30 13:55:33,Resource04,General,Group 5,Internet,2012-01-17 14:33:56.518000+01:00,Resource04,Group 2,7
case-10593,T06 Determine necessity of stop advice,2011/11/30 13:55:50,Resource04,General,Group 5,Internet,2012-01-17 14:33:56.518000+01:00,Resource04,Group 1,4
case-10593,T10 Determine necessity to stop indication,2011/11/30 13:56:09,Resource04,General,Group 5,Internet,2012-01-17 14:33:56.518000+01:00,Resource04,Group 1,5
case-6417,Confirmation of receipt,2011/03/16 14:16:42,Resource17,General,,Desk,2011-04-26 10:55:15.989000+02:00,Resource17,EMPTY,1
case-6417,T02 Check confirmation of receipt,2011/03/16 14:17:18,Resource17,General,,Desk,2011-04-26 10:55:15.989000+02:00,Resource17,EMPTY,2
case-6417,T06 Determine necessity of stop advice,2011/03/16 14:17:57,Resource17,General,,Desk,2011-04-26 10:55:15.989000+02:00,Resource17,Group 1,4
case-6417,T10 Determine necessity to stop indication,2011/03/16 14:18:17,Resource17,General,,Desk,2011-04-26 10:55:15.989000+02:00,Resource17,Group 1,5
case-6417,T04 Determine confirmation of receipt,2011/03/16 20:54:53,Resource10,General,,Desk,2011-04-26 10:55:15.989000+02:00,Resource17,Group 3,6
case-6417,T05 Print and send confirmation of receipt,2011/03/17 09:02:02,admin1,General,,Desk,2011-04-26 10:55:15.989000+02:00,Resource17,Group 2,7
case-8842,Confirmation of receipt,2011/08/04 10:20:33,Resource01,General,Group 8,Internet,2011-08-08 08:41:27.017000+02:00,Resource11,EMPTY,1
case-8842,T02 Check confirmation of receipt,2011/08/04 10:20:56,Resource01,General,Group 8,Internet,2011-08-08 08:41:27.017000+02:00,Resource11,Group 4,2
case-8842,T04 Determine confirmation of receipt,2011/08/04 10:21:15,Resource01,General,Group 8,Internet,2011-08-08 08:41:27.017000+02:00,Resource11,Group 3,6
case-8842,T05 Print and send confirmation of receipt,2011/08/04 10:21:37,Resource01,General,Group 8,Internet,2011-08-08 08:41:27.017000+02:00,Resource11,Group 2,7
case-8842,T06 Determine necessity of stop advice,2011/08/04 10:21:52,Resource01,General,Group 8,Internet,2011-08-08 08:41:27.017000+02:00,Resource11,Group 1,4
case-8842,T10 Determine necessity to stop indication,2011/08/04 10:22:31,Resource01,General,Group 8,Internet,2011-08-08 08:41:27.017000+02:00,Resource11,Group 1,5
case-4769,Confirmation of receipt,2010/12/17 10:17:43,Resource10,General,,Internet,2011-01-06 09:08:32.961000+01:00,Resource11,Group 1,1
case-4769,T02 Check confirmation of receipt,2010/12/17 10:26:25,Resource10,General,,Internet,2011-01-06 09:08:32.961000+01:00,Resource11,Group 4,2
case-4769,T04 Determine confirmation of receipt,2010/12/17 10:33:21,Resource10,General,,Internet,2011-01-06 09:08:32.961000+01:00,Resource11,Group 3,6
case-4769,T06 Determine necessity of stop advice,2010/12/21 11:11:52,Resource26,General,,Internet,2011-01-06 09:08:32.961000+01:00,Resource11,EMPTY,4
case-4769,T10 Determine necessity to stop indication,2010/12/21 11:12:11,Resource26,General,,Internet,2011-01-06 09:08:32.961000+01:00,Resource11,Group 1,5
case-4769,T05 Print and send confirmation of receipt,2010/12/21 11:22:34,admin1,General,,Internet,2011-01-06 09:08:32.961000+01:00,Resource11,Group 2,7
case-9430,Confirmation of receipt,2011/09/21 10:39:04,Resource03,General,Group 8,Internet,2011-10-10 14:55:18.420000+02:00,Resource11,EMPTY,1
case-9430,T02 Check confirmation of receipt,2011/09/21 10:39:24,Resource03,General,Group 8,Internet,2011-10-10 14:55:18.420000+02:00,Resource11,Group 4,2
case-9430,T04 Determine confirmation of receipt,2011/09/21 10:39:52,Resource03,General,Group 8,Internet,2011-10-10 14:55:18.420000+02:00,Resource11,Group 3,6
case-9430,T05 Print and send confirmation of receipt,2011/09/21 10:40:09,Resource03,General,Group 8,Internet,2011-10-10 14:55:18.420000+02:00,Resource11,Group 2,7
case-9430,T06 Determine necessity of stop advice,2011/09/21 10:42:24,Resource03,General,Group 8,Internet,2011-10-10 14:55:18.420000+02:00,Resource11,Group 1,4
case-9430,T10 Determine necessity to stop indication,2011/09/21 10:43:04,Resource03,General,Group 8,Internet,2011-10-10 14:55:18.420000+02:00,Resource11,Group 1,5
case-5379,Confirmation of receipt,2011/01/26 08:48:44,Resource04,General,,Internet,2011-02-23 09:52:26.725000+01:00,Resource04,EMPTY,1
case-5379,T02 Check confirmation of receipt,2011/01/26 08:48:57,Resource04,General,,Internet,2011-02-23 09:52:26.725000+01:00,Resource04,Group 4,2
case-5379,T04 Determine confirmation of receipt,2011/01/27 09:03:25,Resource10,General,,Internet,2011-02-23 09:52:26.725000+01:00,Resource04,Group 3,6
case-5379,T05 Print and send confirmation of receipt,2011/02/07 12:34:15,Resource04,General,,Internet,2011-02-23 09:52:26.725000+01:00,Resource04,EMPTY,7
case-5379,T06 Determine necessity of stop advice,2011/02/07 13:38:33,Resource04,General,,Internet,2011-02-23 09:52:26.725000+01:00,Resource04,Group 1,4
case-5379,T10 Determine necessity to stop indication,2011/02/07 13:38:45,Resource04,General,,Internet,2011-02-23 09:52:26.725000+01:00,Resource04,Group 1,5
case-5043,Confirmation of receipt,2011/01/04 16:58:10,Resource07,General,,Internet,2011-02-04 11:55:21.184000+01:00,Resource07,EMPTY,1
case-5043,T02 Check confirmation of receipt,2011/01/05 11:12:44,Resource19,General,,Internet,2011-02-04 11:55:21.184000+01:00,Resource07,EMPTY,2
case-5043,T04 Determine confirmation of receipt,2011/01/05 11:13:04,Resource19,General,,Internet,2011-02-04 11:55:21.184000+01:00,Resource07,Group 3,6
case-5043,T05 Print and send confirmation of receipt,2011/01/05 11:36:31,Resource11,General,,Internet,2011-02-04 11:55:21.184000+01:00,Resource07,EMPTY,7
case-5043,T06 Determine necessity of stop advice,2011/01/05 11:39:00,Resource11,General,,Internet,2011-02-04 11:55:21.184000+01:00,Resource07,Group 1,4
case-5043,T10 Determine necessity to stop indication,2011/01/05 11:39:27,Resource11,General,,Internet,2011-02-04 11:55:21.184000+01:00,Resource07,Group 1,5
case-4411,Confirmation of receipt,2010/11/23 12:36:04,Resource15,General,,Internet,2011-01-21 16:16:25.452000+01:00,Resource15,Group 1,1
case-4411,T06 Determine necessity of stop advice,2010/11/24 11:41:40,Resource15,General,,Internet,2011-01-21 16:16:25.452000+01:00,Resource15,Group 1,4
case-4411,T10 Determine necessity to stop indication,2010/11/24 11:42:11,Resource15,General,,Internet,2011-01-21 16:16:25.452000+01:00,Resource15,Group 1,5
case-4411,T02 Check confirmation of receipt,2010/11/26 08:58:36,Resource24,General,,Internet,2011-01-21 16:16:25.452000+01:00,Resource15,EMPTY,2
case-4411,T04 Determine confirmation of receipt,2010/11/30 08:55:50,Resource15,General,,Internet,2011-01-21 16:16:25.452000+01:00,Resource15,Group 3,6
case-4411,T05 Print and send confirmation of receipt,2010/12/06 15:17:13,admin1,General,,Internet,2011-01-21 16:16:25.452000+01:00,Resource15,Group 2,7
case-7272,Confirmation of receipt,2011/06/06 08:51:08,Resource15,General,Group 5,Internet,,Resource14,EMPTY,1
case-7272,T02 Check confirmation of receipt,2011/06/06 08:51:25,Resource15,General,Group 5,Internet,,Resource14,Group 4,2
case-7272,T04 Determine confirmation of receipt,2011/06/06 08:51:38,Resource15,General,Group 5,Internet,,Resource14,Group 3,6
case-7272,T06 Determine necessity of stop advice,2011/06/06 08:52:14,Resource15,General,Group 5,Internet,,Resource14,Group 1,4
case-7272,T10 Determine necessity to stop indication,2011/06/06 08:52:30,Resource15,General,Group 5,Internet,,Resource14,Group 1,5
case-7272,T05 Print and send confirmation of receipt,2011/06/16 14:49:37,admin1,General,Group 5,Internet,,Resource14,Group 2,7
case-4014,Confirmation of receipt,2010/11/01 11:22:55,Resource11,General,,Internet,2010-12-02 13:12:39.256000+01:00,Resource01,Group 1,1
case-4014,T06 Determine necessity of stop advice,2010/11/01 11:25:03,Resource11,General,,Internet,2010-12-02 13:12:39.256000+01:00,Resource01,Group 1,4
case-4014,T10 Determine necessity to stop indication,2010/11/01 11:25:43,Resource11,General,,Internet,2010-12-02 13:12:39.256000+01:00,Resource01,Group 1,5
case-4014,T02 Check confirmation of receipt,2010/11/01 11:45:22,Resource21,General,,Internet,2010-12-02 13:12:39.256000+01:00,Resource01,EMPTY,2
case-4014,T04 Determine confirmation of receipt,2010/11/01 12:39:19,Resource19,General,,Internet,2010-12-02 13:12:39.256000+01:00,Resource01,EMPTY,6
case-4014,T05 Print and send confirmation of receipt,2010/11/03 08:45:12,Resource20,General,,Internet,2010-12-02 13:12:39.256000+01:00,Resource01,Group 2,7
case-4503,Confirmation of receipt,2010/12/09 10:41:02,Resource17,General,,Internet,2010-12-24 11:31:03.532000+01:00,Resource17,EMPTY,1
case-4503,T02 Check confirmation of receipt,2010/12/09 12:51:04,Resource04,General,,Internet,2010-12-24 11:31:03.532000+01:00,Resource17,EMPTY,2
case-4503,T04 Determine confirmation of receipt,2010/12/09 13:44:12,Resource10,General,,Internet,2010-12-24 11:31:03.532000+01:00,Resource17,Group 3,6
case-4503,T05 Print and send confirmation of receipt,2010/12/10 14:01:54,admin1,General,,Internet,2010-12-24 11:31:03.532000+01:00,Resource17,Group 2,7
case-4503,T06 Determine necessity of stop advice,2010/12/17 10:42:56,Resource17,General,,Internet,2010-12-24 11:31:03.532000+01:00,Resource17,Group 1,4
case-4503,T10 Determine necessity to stop indication,2010/12/17 10:51:35,Resource17,General,,Internet,2010-12-24 11:31:03.532000+01:00,Resource17,Group 1,5
case-7990,Confirmation of receipt,2011/07/07 13:54:38,Resource01,General,Group 8,Internet,2011-07-20 10:34:03.921000+02:00,Resource11,EMPTY,1
case-7990,T02 Check confirmation of receipt,2011/07/07 13:55:25,Resource01,General,Group 8,Internet,2011-07-20 10:34:03.921000+02:00,Resource11,Group 4,2
case-7990,T04 Determine confirmation of receipt,2011/07/07 13:55:44,Resource01,General,Group 8,Internet,2011-07-20 10:34:03.921000+02:00,Resource11,Group 3,6
case-7990,T05 Print and send confirmation of receipt,2011/07/07 13:56:05,Resource01,General,Group 8,Internet,2011-07-20 10:34:03.921000+02:00,Resource11,Group 2,7
case-7990,T06 Determine necessity of stop advice,2011/07/07 13:56:49,Resource01,General,Group 8,Internet,2011-07-20 10:34:03.921000+02:00,Resource11,Group 1,4
case-7990,T10 Determine necessity to stop indication,2011/07/07 13:57:51,Resource01,General,Group 8,Internet,2011-07-20 10:34:03.921000+02:00,Resource11,Group 1,5
case-5919,Confirmation of receipt,2011/02/18 10:56:02,Resource01,General,,Internet,2011-03-31 07:47:54.447000+02:00,Resource11,EMPTY,1
case-5919,T02 Check confirmation of receipt,2011/02/18 10:56:50,Resource01,General,,Internet,2011-03-31 07:47:54.447000+02:00,Resource11,Group 4,2
case-5919,T04 Determine confirmation of receipt,2011/02/18 10:57:49,Resource01,General,,Internet,2011-03-31 07:47:54.447000+02:00,Resource11,Group 3,6
case-5919,T05 Print and send confirmation of receipt,2011/02/18 10:58:44,Resource01,General,,Internet,2011-03-31 07:47:54.447000+02:00,Resource11,Group 2,7
case-5919,T06 Determine necessity of stop advice,2011/02/18 10:59:01,Resource01,General,,Internet,2011-03-31 07:47:54.447000+02:00,Resource11,Group 1,4
case-5919,T10 Determine necessity to stop indication,2011/02/18 10:59:51,Resource01,General,,Internet,2011-03-31 07:47:54.447000+02:00,Resource11,Group 1,5
case-3998,Confirmation of receipt,2010/10/26 09:18:14,Resource08,Experts,,Internet,2010-12-15 15:27:27.932000+01:00,Resource08,EMPTY,1
case-3998,T02 Check confirmation of receipt,2010/10/26 15:51:51,Resource19,Experts,,Internet,2010-12-15 15:27:27.932000+01:00,Resource08,EMPTY,2
case-3998,T04 Determine confirmation of receipt,2010/10/28 11:45:05,Resource19,Experts,,Internet,2010-12-15 15:27:27.932000+01:00,Resource08,EMPTY,6
case-3998,T05 Print and send confirmation of receipt,2010/10/28 13:45:19,Resource20,Experts,,Internet,2010-12-15 15:27:27.932000+01:00,Resource08,Group 2,7
case-3998,T06 Determine necessity of stop advice,2010/11/02 14:38:22,Resource08,Experts,,Internet,2010-12-15 15:27:27.932000+01:00,Resource08,Group 1,4
case-3998,T10 Determine necessity to stop indication,2010/11/02 14:38:47,Resource08,Experts,,Internet,2010-12-15 15:27:27.932000+01:00,Resource08,Group 1,5
case-7341,Confirmation of receipt,2011/05/10 10:23:17,Resource02,General,,e-mail,2011-05-20 11:59:47.595000+02:00,Resource02,Group 1,1
case-7341,T02 Check confirmation of receipt,2011/05/10 10:23:38,Resource02,General,,e-mail,2011-05-20 11:59:47.595000+02:00,Resource02,Group 4,2
case-7341,T04 Determine confirmation of receipt,2011/05/10 10:23:53,Resource02,General,,e-mail,2011-05-20 11:59:47.595000+02:00,Resource02,Group 3,6
case-7341,T05 Print and send confirmation of receipt,2011/05/10 10:24:07,Resource02,General,,e-mail,2011-05-20 11:59:47.595000+02:00,Resource02,Group 2,7
case-7341,T06 Determine necessity of stop advice,2011/05/10 10:32:56,Resource02,General,,e-mail,2011-05-20 11:59:47.595000+02:00,Resource02,Group 1,4
case-7341,T10 Determine necessity to stop indication,2011/05/10 10:33:12,Resource02,General,,e-mail,2011-05-20 11:59:47.595000+02:00,Resource02,Group 1,5
case-8446,Confirmation of receipt,2011/09/01 12:11:45,Resource12,General,Group 5,Internet,2011-09-02 15:09:31.995000+02:00,Resource12,EMPTY,1
case-8446,T02 Check confirmation of receipt,2011/09/01 12:14:52,Resource12,General,Group 5,Internet,2011-09-02 15:09:31.995000+02:00,Resource12,Group 4,2
case-8446,T04 Determine confirmation of receipt,2011/09/01 12:15:34,Resource12,General,Group 5,Internet,2011-09-02 15:09:31.995000+02:00,Resource12,Group 3,6
case-8446,T05 Print and send confirmation of receipt,2011/09/01 12:16:06,Resource12,General,Group 5,Internet,2011-09-02 15:09:31.995000+02:00,Resource12,Group 2,7
case-8446,T06 Determine necessity of stop advice,2011/09/01 12:16:41,Resource12,General,Group 5,Internet,2011-09-02 15:09:31.995000+02:00,Resource12,Group 1,4
case-8446,T10 Determine necessity to stop indication,2011/09/01 12:19:10,Resource12,General,Group 5,Internet,2011-09-02 15:09:31.995000+02:00,Resource12,Group 1,5
case-8401,Confirmation of receipt,2011/07/20 11:19:15,Resource01,General,Group 8,Internet,2011-08-02 07:38:55.391000+02:00,Resource11,EMPTY,1
case-8401,T02 Check confirmation of receipt,2011/07/20 11:19:50,Resource01,General,Group 8,Internet,2011-08-02 07:38:55.391000+02:00,Resource11,Group 4,2
case-8401,T04 Determine confirmation of receipt,2011/07/20 11:20:32,Resource01,General,Group 8,Internet,2011-08-02 07:38:55.391000+02:00,Resource11,Group 3,6
case-8401,T05 Print and send confirmation of receipt,2011/07/20 11:20:54,Resource01,General,Group 8,Internet,2011-08-02 07:38:55.391000+02:00,Resource11,Group 2,7
case-8401,T06 Determine necessity of stop advice,2011/07/20 11:21:19,Resource01,General,Group 8,Internet,2011-08-02 07:38:55.391000+02:00,Resource11,Group 1,4
case-8401,T10 Determine necessity to stop indication,2011/07/20 11:21:51,Resource01,General,Group 8,Internet,2011-08-02 07:38:55.391000+02:00,Resource11,Group 1,5
case-7131,Confirmation of receipt,2011/05/02 10:58:18,Resource07,General,,Internet,2011-05-25 08:15:25.760000+02:00,Resource11,EMPTY,1
case-7131,T02 Check confirmation of receipt,2011/05/02 10:58:33,Resource07,General,,Internet,2011-05-25 08:15:25.760000+02:00,Resource11,Group 4,2
case-7131,T04 Determine confirmation of receipt,2011/05/02 10:58:52,Resource07,General,,Internet,2011-05-25 08:15:25.760000+02:00,Resource11,Group 3,6
case-7131,T05 Print and send confirmation of receipt,2011/05/02 10:59:03,Resource07,General,,Internet,2011-05-25 08:15:25.760000+02:00,Resource11,Group 2,7
case-7131,T06 Determine necessity of stop advice,2011/05/02 10:59:23,Resource07,General,,Internet,2011-05-25 08:15:25.760000+02:00,Resource11,Group 1,4
case-7131,T10 Determine necessity to stop indication,2011/05/13 09:51:07,Resource01,General,,Internet,2011-05-25 08:15:25.760000+02:00,Resource11,Group 1,5
case-8822,Confirmation of receipt,2011/08/03 15:53:29,Resource06,General,Group 5,Internet,2011-08-26 11:42:50.171000+02:00,Resource06,EMPTY,1
case-8822,T02 Check confirmation of receipt,2011/08/03 15:53:50,Resource06,General,Group 5,Internet,2011-08-26 11:42:50.171000+02:00,Resource06,Group 4,2
case-8822,T04 Determine confirmation of receipt,2011/08/03 15:54:05,Resource06,General,Group 5,Internet,2011-08-26 11:42:50.171000+02:00,Resource06,Group 3,6
case-8822,T05 Print and send confirmation of receipt,2011/08/03 15:54:22,Resource06,General,Group 5,Internet,2011-08-26 11:42:50.171000+02:00,Resource06,Group 2,7
case-8822,T06 Determine necessity of stop advice,2011/08/03 15:54:42,Resource06,General,Group 5,Internet,2011-08-26 11:42:50.171000+02:00,Resource06,Group 1,4
case-8822,T10 Determine necessity to stop indication,2011/08/03 15:55:01,Resource06,General,Group 5,Internet,2011-08-26 11:42:50.171000+02:00,Resource06,Group 1,5
case-10857,Confirmation of receipt,2012/01/04 19:36:09,Resource13,General,Group 5,Internet,,Resource13,EMPTY,1
case-10857,T06 Determine necessity of stop advice,2012/01/04 19:37:33,Resource13,General,Group 5,Internet,,Resource13,Group 1,4
case-10857,T10 Determine necessity to stop indication,2012/01/04 19:53:52,Resource13,General,Group 5,Internet,,Resource13,Group 1,5
case-10857,T16 Report reasons to hold request,2012/01/04 19:54:44,Resource13,General,Group 5,Internet,,Resource13,Group 1,8
case-10857,T17 Check report Y to stop indication,2012/01/04 19:55:41,Resource13,General,Group 5,Internet,,Resource13,EMPTY,9
case-10857,T19 Determine report Y to stop indication,2012/01/04 19:56:18,Resource13,General,Group 5,Internet,,Resource13,EMPTY,10
case-10857,T20 Print report Y to stop indication,2012/01/04 19:56:54,Resource13,General,Group 5,Internet,,Resource13,Group 2,11
case-10857,T02 Check confirmation of receipt,2012/01/05 08:19:19,Resource13,General,Group 5,Internet,,Resource13,EMPTY,2
case-10857,T04 Determine confirmation of receipt,2012/01/05 12:47:06,Resource13,General,Group 5,Internet,,Resource13,EMPTY,6
case-10857,T05 Print and send confirmation of receipt,2012/01/05 12:47:44,Resource13,General,Group 5,Internet,,Resource13,EMPTY,7
case-5941,Confirmation of receipt,2011/02/22 16:38:42,Resource02,General,,Internet,2011-05-02 11:33:28.439000+02:00,Resource02,EMPTY,1
case-5941,T02 Check confirmation of receipt,2011/02/22 16:47:45,Resource02,General,,Internet,2011-05-02 11:33:28.439000+02:00,Resource02,Group 4,2
case-5941,T06 Determine necessity of stop advice,2011/02/22 16:51:11,Resource02,General,,Internet,2011-05-02 11:33:28.439000+02:00,Resource02,Group 1,4
case-5941,T10 Determine necessity to stop indication,2011/02/22 16:51:35,Resource02,General,,Internet,2011-05-02 11:33:28.439000+02:00,Resource02,Group 1,5
case-5941,T04 Determine confirmation of receipt,2011/02/23 10:44:27,Resource19,General,,Internet,2011-05-02 11:33:28.439000+02:00,Resource02,EMPTY,6
case-5941,T05 Print and send confirmation of receipt,2011/02/23 12:03:35,admin1,General,,Internet,2011-05-02 11:33:28.439000+02:00,Resource02,Group 2,7
case-8321,Confirmation of receipt,2011/07/14 14:52:03,Resource01,General,Group 8,Desk,2011-07-27 09:20:19.791000+02:00,Resource11,EMPTY,1
case-8321,T02 Check confirmation of receipt,2011/07/14 14:52:23,Resource01,General,Group 8,Desk,2011-07-27 09:20:19.791000+02:00,Resource11,Group 4,2
case-8321,T04 Determine confirmation of receipt,2011/07/14 15:00:23,Resource01,General,Group 8,Desk,2011-07-27 09:20:19.791000+02:00,Resource11,Group 3,6
