case,activity,timestamp,resource,department,group,channel,enddate,responsible,org_group,activity_id
case-9487,T05 Print and send confirmation of receipt,2011/09/21 09:43:56,Resource13,General,Group 5,Desk,2011-10-24 14:28:59.828000+02:00,Resource13,EMPTY,7
case-9487,T06 Determine necessity of stop advice,2011/09/21 09:44:18,Resource13,General,Group 5,Desk,2011-10-24 14:28:59.828000+02:00,Resource13,Group 1,4
case-9487,T10 Determine necessity to stop indication,2011/09/21 09:44:37,Resource13,General,Group 5,Desk,2011-10-24 14:28:59.828000+02:00,Resource13,Group 1,5
case-9746,Confirmation of receipt,2011/10/03 10:18:35,Resource03,General,Group 8,Internet,2011-10-04 09:15:07.546000+02:00,Resource01,EMPTY,1
case-9746,T02 Check confirmation of receipt,2011/10/03 10:18:57,Resource03,General,Group 8,Internet,2011-10-04 09:15:07.546000+02:00,Resource01,Group 4,2
case-9746,T04 Determine confirmation of receipt,2011/10/04 09:12:56,Resource03,General,Group 8,Internet,2011-10-04 09:15:07.546000+02:00,Resource01,EMPTY,6
case-9746,T05 Print and send confirmation of receipt,2011/10/04 09:13:14,Resource03,General,Group 8,Internet,2011-10-04 09:15:07.546000+02:00,Resource01,Group 2,7
case-9746,T06 Determine necessity of stop advice,2011/10/04 09:13:29,Resource03,General,Group 8,Internet,2011-10-04 09:15:07.546000+02:00,Resource01,Group 1,4
case-9746,T10 Determine necessity to stop indication,2011/10/04 09:13:59,Resource03,General,Group 8,Internet,2011-10-04 09:15:07.546000+02:00,Resource01,Group 1,5
case-9746,T11 Create document X request unlicensed,2011/10/04 09:14:15,Resource03,General,Group 8,Internet,2011-10-04 09:15:07.546000+02:00,Resource01,Group 1,12
case-9746,T12 Check document X request unlicensed,2011/10/04 09:14:33,Resource03,General,Group 8,Internet,2011-10-04 09:15:07.546000+02:00,Resource01,Group 4,13
case-9746,T14 Determine document X request unlicensed,2011/10/04 09:14:52,Resource03,General,Group 8,Internet,2011-10-04 09:15:07.546000+02:00,Resource01,Group 3,14
case-9746,T15 Print document X request unlicensed,2011/10/04 09:15:07,Resource03,General,Group 8,Internet,2011-10-04 09:15:07.546000+02:00,Resource01,Group 2,15
case-9016,Confirmation of receipt,2011/08/19 12:18:13,Resource06,General,Group 5,Internet,2011-09-22 14:17:37.035000+02:00,Resource06,Group 1,1
case-9016,T02 Check confirmation of receipt,2011/08/19 12:18:38,Resource06,General,Group 5,Internet,2011-09-22 14:17:37.035000+02:00,Resource06,Group 4,2
case-9016,T04 Determine confirmation of receipt,2011/08/19 12:19:20,Resource06,General,Group 5,Internet,2011-09-22 14:17:37.035000+02:00,Resource06,Group 3,6
case-9016,T05 Print and send confirmation of receipt,2011/08/19 12:20:14,Resource06,General,Group 5,Internet,2011-09-22 14:17:37.035000+02:00,Resource06,Group 2,7
case-9016,T06 Determine necessity of stop advice,2011/08/19 12:23:02,Resource06,General,Group 5,Internet,2011-09-22 14:17:37.035000+02:00,Resource06,Group 1,4
case-9016,T10 Determine necessity to stop indication,2011/08/19 12:27:00,Resource06,General,Group 5,Internet,2011-09-22 14:17:37.035000+02:00,Resource06,Group 1,5
case-10810,Confirmation of receipt,2012/01/12 15:56:12,Resource06,General,Group 5,Internet,2012-01-17 15:16:21.542000+01:00,Resource06,EMPTY,1
case-10810,T02 Check confirmation of receipt,2012/01/12 16:07:45,Resource06,General,Group 5,Internet,2012-01-17 15:16:21.542000+01:00,Resource06,Group 4,2
case-10810,T04 Determine confirmation of receipt,2012/01/12 16:08:24,Resource06,General,Group 5,Internet,2012-01-17 15:16:21.542000+01:00,Resource06,Group 3,6
case-10810,T05 Print and send confirmation of receipt,2012/01/12 16:09:31,Resource06,General,Group 5,Internet,2012-01-17 15:16:21.542000+01:00,Resource06,Group 2,7
case-10810,T06 Determine necessity of stop advice,2012/01/12 16:10:05,Resource06,General,Group 5,Internet,2012-01-17 15:16:21.542000+01:00,Resource06,Group 1,4
case-10810,T10 Determine necessity to stop indication,2012/01/12 16:11:11,Resource06,General,Group 5,Internet,2012-01-17 15:16:21.542000+01:00,Resource06,Group 1,5
case-4529,Confirmation of receipt,2010/12/03 13:39:15,Resource02,General,,Internet,2011-01-28 13:14:26.380000+01:00,Resource02,EMPTY,1
case-4529,T02 Check confirmation of receipt,2010/12/06 11:03:30,Resource04,General,,Internet,2011-01-28 13:14:26.380000+01:00,Resource02,EMPTY,2
case-4529,T04 Determine confirmation of receipt,2010/12/06 11:52:41,Resource10,General,,Internet,2011-01-28 13:14:26.380000+01:00,Resource02,Group 3,6
case-4529,T05 Print and send confirmation of receipt,2010/12/06 15:10:14,admin1,General,,Internet,2011-01-28 13:14:26.380000+01:00,Resource02,Group 2,7
case-4529,T06 Determine necessity of stop advice,2010/12/07 14:32:16,Resource02,General,,Internet,2011-01-28 13:14:26.380000+01:00,Resource02,Group 1,4
case-4529,T10 Determine necessity to stop indication,2010/12/07 14:32:36,Resource02,General,,Internet,2011-01-28 13:14:26.380000+01:00,Resource02,Group 1,5
case-6113,Confirmation of receipt,2011/03/03 11:03:56,Resource12,General,,Internet,2011-07-26 08:06:13.303000+02:00,Resource12,EMPTY,1
case-6113,T02 Check confirmation of receipt,2011/03/07 08:18:34,Resource12,General,,Internet,2011-07-26 08:06:13.303000+02:00,Resource12,EMPTY,2
case-6113,T04 Determine confirmation of receipt,2011/03/07 16:29:43,Resource10,General,,Internet,2011-07-26 08:06:13.303000+02:00,Resource12,Group 3,6
case-6113,T05 Print and send confirmation of receipt,2011/03/08 10:28:34,admin1,General,,Internet,2011-07-26 08:06:13.303000+02:00,Resource12,Group 2,7
case-6113,T06 Determine necessity of stop advice,2011/03/14 09:47:49,Resource12,General,,Internet,2011-07-26 08:06:13.303000+02:00,Resource12,Group 1,4
case-6113,T10 Determine necessity to stop indication,2011/03/14 09:48:28,Resource12,General,,Internet,2011-07-26 08:06:13.303000+02:00,Resource12,Group 1,5
case-6215,Confirmation of receipt,2011/03/03 11:11:27,Resource02,General,,Internet,2011-03-30 12:25:31.869000+02:00,Resource02,EMPTY,1
case-6215,T02 Check confirmation of receipt,2011/03/03 11:12:41,Resource02,General,,Internet,2011-03-30 12:25:31.869000+02:00,Resource02,Group 4,2
case-6215,T06 Determine necessity of stop advice,2011/03/03 11:37:25,Resource02,General,,Internet,2011-03-30 12:25:31.869000+02:00,Resource02,Group 1,4
case-6215,T10 Determine necessity to stop indication,2011/03/03 11:38:16,Resource02,General,,Internet,2011-03-30 12:25:31.869000+02:00,Resource02,Group 1,5
case-6215,T04 Determine confirmation of receipt,2011/03/03 14:51:02,Resource10,General,,Internet,2011-03-30 12:25:31.869000+02:00,Resource02,Group 3,6
case-6215,T05 Print and send confirmation of receipt,2011/03/03 15:37:11,admin1,General,,Internet,2011-03-30 12:25:31.869000+02:00,Resource02,Group 2,7
case-4583,Confirmation of receipt,2010/12/06 11:12:17,Resource07,General,,Internet,2010-12-31 15:49:44.284000+01:00,Resource07,EMPTY,1
case-4583,T06 Determine necessity of stop advice,2010/12/06 11:12:33,Resource07,General,,Internet,2010-12-31 15:49:44.284000+01:00,Resource07,Group 1,4
case-4583,T02 Check confirmation of receipt,2010/12/06 11:15:59,Resource07,General,,Internet,2010-12-31 15:49:44.284000+01:00,Resource07,Group 4,2
case-4583,T10 Determine necessity to stop indication,2010/12/06 11:16:23,Resource07,General,,Internet,2010-12-31 15:49:44.284000+01:00,Resource07,Group 1,5
case-4583,T04 Determine confirmation of receipt,2010/12/06 11:16:40,Resource07,General,,Internet,2010-12-31 15:49:44.284000+01:00,Resource07,Group 3,6
case-4583,T05 Print and send confirmation of receipt,2010/12/06 14:53:45,admin1,General,,Internet,2010-12-31 15:49:44.284000+01:00,Resource07,Group 2,7
case-4563,Confirmation of receipt,2010/12/15 14:03:12,Resource11,General,,Internet,2011-01-10 15:39:15.646000+01:00,Resource01,EMPTY,1
case-4563,T06 Determine necessity of stop advice,2010/12/15 14:04:39,Resource11,General,,Internet,2011-01-10 15:39:15.646000+01:00,Resource01,Group 1,4
case-4563,T10 Determine necessity to stop indication,2010/12/15 14:08:19,Resource11,General,,Internet,2011-01-10 15:39:15.646000+01:00,Resource01,Group 1,5
case-4563,T02 Check confirmation of receipt,2010/12/16 09:59:33,Resource19,General,,Internet,2011-01-10 15:39:15.646000+01:00,Resource01,EMPTY,2
case-4563,T04 Determine confirmation of receipt,2010/12/16 10:17:28,Resource10,General,,Internet,2011-01-10 15:39:15.646000+01:00,Resource01,Group 3,6
case-4563,T05 Print and send confirmation of receipt,2010/12/17 10:22:12,admin1,General,,Internet,2011-01-10 15:39:15.646000+01:00,Resource01,Group 2,7
case-9793,Confirmation of receipt,2011/10/04 11:26:13,Resource03,General,Group 8,Internet,2011-10-05 15:10:19.252000+02:00,Resource01,EMPTY,1
case-9793,T02 Check confirmation of receipt,2011/10/04 11:27:01,Resource03,General,Group 8,Internet,2011-10-05 15:10:19.252000+02:00,Resource01,Group 4,2
case-9793,T04 Determine confirmation of receipt,2011/10/05 13:41:58,Resource10,General,Group 8,Internet,2011-10-05 15:10:19.252000+02:00,Resource01,EMPTY,6
case-9793,T05 Print and send confirmation of receipt,2011/10/05 15:08:39,Resource03,General,Group 8,Internet,2011-10-05 15:10:19.252000+02:00,Resource01,EMPTY,7
case-9793,T06 Determine necessity of stop advice,2011/10/05 15:08:54,Resource03,General,Group 8,Internet,2011-10-05 15:10:19.252000+02:00,Resource01,Group 1,4
case-9793,T10 Determine necessity to stop indication,2011/10/05 15:09:17,Resource03,General,Group 8,Internet,2011-10-05 15:10:19.252000+02:00,Resource01,Group 1,5
case-9793,T11 Create document X request unlicensed,2011/10/05 15:09:32,Resource03,General,Group 8,Internet,2011-10-05 15:10:19.252000+02:00,Resource01,Group 1,12
case-9793,T12 Check document X request unlicensed,2011/10/05 15:09:47,Resource03,General,Group 8,Internet,2011-10-05 15:10:19.252000+02:00,Resource01,Group 4,13
case-9793,T14 Determine document X request unlicensed,2011/10/05 15:10:04,Resource03,General,Group 8,Internet,2011-10-05 15:10:19.252000+02:00,Resource01,Group 3,14
case-9793,T15 Print document X request unlicensed,2011/10/05 15:10:19,Resource03,General,Group 8,Internet,2011-10-05 15:10:19.252000+02:00,Resource01,Group 2,15
case-5714,Confirmation of receipt,2011/02/16 15:22:10,Resource01,General,,Internet,2011-04-12 13:55:18.788000+02:00,Resource07,EMPTY,1
case-5714,T02 Check confirmation of receipt,2011/02/16 15:22:23,Resource01,General,,Internet,2011-04-12 13:55:18.788000+02:00,Resource07,Group 4,2
case-5714,T04 Determine confirmation of receipt,2011/02/16 15:22:38,Resource01,General,,Internet,2011-04-12 13:55:18.788000+02:00,Resource07,Group 3,6
case-5714,T05 Print and send confirmation of receipt,2011/02/16 15:22:48,Resource01,General,,Internet,2011-04-12 13:55:18.788000+02:00,Resource07,Group 2,7
case-5714,T06 Determine necessity of stop advice,2011/03/01 10:16:07,Resource07,General,,Internet,2011-04-12 13:55:18.788000+02:00,Resource07,Group 1,4
case-5714,T10 Determine necessity to stop indication,2011/03/01 10:16:31,Resource07,General,,Internet,2011-04-12 13:55:18.788000+02:00,Resource07,Group 1,5
case-7961,Confirmation of receipt,2011/06/16 10:54:19,Resource13,General,,Internet,2011-08-12 15:10:50.100000+02:00,Resource13,EMPTY,1
case-7961,T02 Check confirmation of receipt,2011/06/16 10:54:53,Resource13,General,,Internet,2011-08-12 15:10:50.100000+02:00,Resource13,Group 4,2
case-7961,T03 Adjust confirmation of receipt,2011/06/16 10:55:11,Resource13,General,,Internet,2011-08-12 15:10:50.100000+02:00,Resource13,Group 1,3
case-7961,T02 Check confirmation of receipt,2011/06/28 11:42:52,Resource13,General,,Internet,2011-08-12 15:10:50.100000+02:00,Resource13,EMPTY,2
case-7961,T04 Determine confirmation of receipt,2011/06/28 11:43:19,Resource13,General,,Internet,2011-08-12 15:10:50.100000+02:00,Resource13,EMPTY,6
case-7961,T05 Print and send confirmation of receipt,2011/06/28 11:43:46,Resource13,General,,Internet,2011-08-12 15:10:50.100000+02:00,Resource13,EMPTY,7
case-7961,T06 Determine necessity of stop advice,2011/06/28 11:44:08,Resource13,General,,Internet,2011-08-12 15:10:50.100000+02:00,Resource13,Group 1,4
case-7961,T10 Determine necessity to stop indication,2011/06/28 11:44:51,Resource13,General,,Internet,2011-08-12 15:10:50.100000+02:00,Resource13,Group 1,5
case-10299,Confirmation of receipt,2011/11/09 11:01:38,Resource03,General,Group 8,Internet,2011-12-13 07:41:22.236000+01:00,Resource11,EMPTY,1
case-10299,T02 Check confirmation of receipt,2011/11/09 11:01:59,Resource03,General,Group 8,Internet,2011-12-13 07:41:22.236000+01:00,Resource11,Group 4,2
case-10299,T04 Determine confirmation of receipt,2011/11/09 11:02:18,Resource03,General,Group 8,Internet,2011-12-13 07:41:22.236000+01:00,Resource11,Group 3,6
case-10299,T05 Print and send confirmation of receipt,2011/11/09 11:02:37,Resource03,General,Group 8,Internet,2011-12-13 07:41:22.236000+01:00,Resource11,Group 2,7
case-10299,T06 Determine necessity of stop advice,2011/11/09 11:03:10,Resource03,General,Group 8,Internet,2011-12-13 07:41:22.236000+01:00,Resource11,Group 1,4
case-10299,T10 Determine necessity to stop indication,2011/11/09 11:03:41,Resource03,General,Group 8,Internet,2011-12-13 07:41:22.236000+01:00,Resource11,Group 1,5
case-9823,Confirmation of receipt,2011/10/13 17:56:27,Resource01,General,Group 8,Internet,2011-10-26 09:46:21.997000+02:00,Resource01,EMPTY,1
case-9823,T06 Determine necessity of stop advice,2011/10/13 17:57:06,Resource01,General,Group 8,Internet,2011-10-26 09:46:21.997000+02:00,Resource01,Group 1,4
case-9823,T02 Check confirmation of receipt,2011/10/13 17:57:26,Resource01,General,Group 8,Internet,2011-10-26 09:46:21.997000+02:00,Resource01,Group 4,2
case-9823,T10 Determine necessity to stop indication,2011/10/13 17:57:46,Resource01,General,Group 8,Internet,2011-10-26 09:46:21.997000+02:00,Resource01,Group 1,5
case-9823,T04 Determine confirmation of receipt,2011/10/13 17:58:10,Resource01,General,Group 8,Internet,2011-10-26 09:46:21.997000+02:00,Resource01,Group 3,6
case-9823,T05 Print and send confirmation of receipt,2011/10/13 17:58:34,Resource01,General,Group 8,Internet,2011-10-26 09:46:21.997000+02:00,Resource01,Group 2,7
case-6982,Confirmation of receipt,2011/04/26 09:45:57,Resource06,General,,Internet,2011-06-24 09:37:47.317000+02:00,Resource06,EMPTY,1
case-6982,T02 Check confirmation of receipt,2011/04/26 09:46:15,Resource06,General,,Internet,2011-06-24 09:37:47.317000+02:00,Resource06,Group 4,2
case-6982,T04 Determine confirmation of receipt,2011/04/26 09:46:27,Resource06,General,,Internet,2011-06-24 09:37:47.317000+02:00,Resource06,Group 3,6
case-6982,T05 Print and send confirmation of receipt,2011/04/26 09:46:38,Resource06,General,,Internet,2011-06-24 09:37:47.317000+02:00,Resource06,Group 2,7
case-6982,T06 Determine necessity of stop advice,2011/04/26 09:46:53,Resource06,General,,Internet,2011-06-24 09:37:47.317000+02:00,Resource06,Group 1,4
case-6982,T10 Determine necessity to stop indication,2011/04/26 09:47:09,Resource06,General,,Internet,2011-06-24 09:37:47.317000+02:00,Resource06,Group 1,5
case-10284,Confirmation of receipt,2011/11/09 10:10:47,Resource03,General,Group 8,Internet,2011-12-07 09:34:15.575000+01:00,Resource11,EMPTY,1
case-10284,T06 Determine necessity of stop advice,2011/11/09 10:11:19,Resource03,General,Group 8,Internet,2011-12-07 09:34:15.575000+01:00,Resource11,Group 1,4
case-10284,T02 Check confirmation of receipt,2011/11/09 10:11:49,Resource03,General,Group 8,Internet,2011-12-07 09:34:15.575000+01:00,Resource11,Group 4,2
case-10284,T04 Determine confirmation of receipt,2011/11/09 10:12:31,Resource03,General,Group 8,Internet,2011-12-07 09:34:15.575000+01:00,Resource11,Group 3,6
case-10284,T05 Print and send confirmation of receipt,2011/11/09 10:17:20,Resource03,General,Group 8,Internet,2011-12-07 09:34:15.575000+01:00,Resource11,Group 2,7
case-10284,T10 Determine necessity to stop indication,2011/11/09 10:17:42,Resource03,General,Group 8,Internet,2011-12-07 09:34:15.575000+01:00,Resource11,Group 1,5
case-10542,Confirmation of receipt,2012/01/17 11:24:14,Resource02,General,Group 5,Internet,,Resource02,EMPTY,1
case-10542,T02 Check confirmation of receipt,2012/01/17 11:24:50,Resource02,General,Group 5,Internet,,Resource02,Group 4,2
case-10542,T04 Determine confirmation of receipt,2012/01/17 11:25:40,Resource02,General,Group 5,Internet,,Resource02,Group 3,6
case-10542,T05 Print and send confirmation of receipt,2012/01/17 11:26:47,Resource02,General,Group 5,Internet,,Resource02,Group 2,7
case-7988,Confirmation of receipt,2011/06/28 12:22:31,Resource13,General,,Internet,2011-07-15 11:38:31.886000+02:00,Resource13,EMPTY,1
case-7988,T02 Check confirmation of receipt,2011/06/28 12:23:50,Resource13,General,,Internet,2011-07-15 11:38:31.886000+02:00,Resource13,EMPTY,2
case-7988,T04 Determine confirmation of receipt,2011/06/28 12:24:27,Resource13,General,,Internet,2011-07-15 11:38:31.886000+02:00,Resource13,EMPTY,6
case-7988,T05 Print and send confirmation of receipt,2011/06/28 12:24:43,Resource13,General,,Internet,2011-07-15 11:38:31.886000+02:00,Resource13,Group 2,7
case-7988,T06 Determine necessity of stop advice,2011/06/28 12:25:04,Resource13,General,,Internet,2011-07-15 11:38:31.886000+02:00,Resource13,Group 1,4
case-7988,T10 Determine necessity to stop indication,2011/06/28 12:25:23,Resource13,General,,Internet,2011-07-15 11:38:31.886000+02:00,Resource13,Group 1,5
case-7988,T11 Create document X request unlicensed,2011/06/28 12:33:50,Resource13,General,,Internet,2011-07-15 11:38:31.886000+02:00,Resource13,Group 1,12
case-7988,T12 Check document X request unlicensed,2011/06/28 12:34:11,Resource13,General,,Internet,2011-07-15 11:38:31.886000+02:00,Resource13,Group 4,13
case-7988,T14 Determine document X request unlicensed,2011/06/30 15:13:24,Resource10,General,,Internet,2011-07-15 11:38:31.886000+02:00,Resource13,EMPTY,14
case-7988,T15 Print document X request unlicensed,2011/07/15 11:38:31,admin1,General,,Internet,2011-07-15 11:38:31.886000+02:00,Resource13,EMPTY,15
case-10765,Confirmation of receipt,2011/12/12 14:30:43,Resource23,General,Group 5,Internet,,Resource23,EMPTY,1
case-10765,T02 Check confirmation of receipt,2011/12/12 14:32:01,Resource23,General,Group 5,Internet,,Resource23,Group 4,2
case-10765,T04 Determine confirmation of receipt,2011/12/12 14:32:40,Resource23,General,Group 5,Internet,,Resource23,Group 3,6
case-10765,T05 Print and send confirmation of receipt,2011/12/12 14:33:38,Resource23,General,Group 5,Internet,,Resource23,Group 2,7
case-8837,Confirmation of receipt,2011/08/04 09:48:32,Resource01,General,Group 8,Internet,2011-08-08 09:03:47.077000+02:00,Resource11,EMPTY,1
case-8837,T02 Check confirmation of receipt,2011/08/04 09:48:57,Resource01,General,Group 8,Internet,2011-08-08 09:03:47.077000+02:00,Resource11,Group 4,2
case-8837,T04 Determine confirmation of receipt,2011/08/04 09:49:16,Resource01,General,Group 8,Internet,2011-08-08 09:03:47.077000+02:00,Resource11,Group 3,6
case-8837,T05 Print and send confirmation of receipt,2011/08/04 09:49:31,Resource01,General,Group 8,Internet,2011-08-08 09:03:47.077000+02:00,Resource11,Group 2,7
case-8837,T06 Determine necessity of stop advice,2011/08/04 09:49:46,Resource01,General,Group 8,Internet,2011-08-08 09:03:47.077000+02:00,Resource11,Group 1,4
case-8837,T10 Determine necessity to stop indication,2011/08/04 09:50:04,Resource01,General,Group 8,Internet,2011-08-08 09:03:47.077000+02:00,Resource11,Group 1,5
case-7364,Confirmation of receipt,2011/05/11 11:46:34,Resource02,General,,Internet,2011-05-11 11:59:11.016000+02:00,Resource02,EMPTY,1
case-7364,T02 Check confirmation of receipt,2011/05/11 11:46:51,Resource02,General,,Internet,2011-05-11 11:59:11.016000+02:00,Resource02,Group 4,2
case-7364,T04 Determine confirmation of receipt,2011/05/11 11:47:05,Resource02,General,,Internet,2011-05-11 11:59:11.016000+02:00,Resource02,Group 3,6
case-7364,T05 Print and send confirmation of receipt,2011/05/11 11:47:16,Resource02,General,,Internet,2011-05-11 11:59:11.016000+02:00,Resource02,Group 2,7
case-7364,T06 Determine necessity of stop advice,2011/05/11 11:48:56,Resource02,General,,Internet,2011-05-11 11:59:11.016000+02:00,Resource02,Group 1,4
case-7364,T10 Determine necessity to stop indication,2011/05/11 11:49:14,Resource02,General,,Internet,2011-05-11 11:59:11.016000+02:00,Resource02,Group 1,5
case-7364,T11 Create document X request unlicensed,2011/05/11 11:58:08,Resource02,General,,Internet,2011-05-11 11:59:11.016000+02:00,Resource02,Group 1,12
case-7364,T12 Check document X request unlicensed,2011/05/11 11:58:31,Resource02,General,,Internet,2011-05-11 11:59:11.016000+02:00,Resource02,Group 4,13
case-7364,T14 Determine document X request unlicensed,2011/05/11 11:59:00,Resource02,General,,Internet,2011-05-11 11:59:11.016000+02:00,Resource02,Group 3,14
case-7364,T15 Print document X request unlicensed,2011/05/11 11:59:10,Resource02,General,,Internet,2011-05-11 11:59:11.016000+02:00,Resource02,Group 2,15
case-8456,Confirmation of receipt,2011/07/27 10:03:42,Resource04,General,Group 5,Internet,2011-09-30 09:29:26.396000+02:00,Resource04,EMPTY,1
case-8456,T02 Check confirmation of receipt,2011/07/27 10:04:00,Resource04,General,Group 5,Internet,2011-09-30 09:29:26.396000+02:00,Resource04,Group 4,2
case-8456,T04 Determine confirmation of receipt,2011/07/27 10:04:17,Resource04,General,Group 5,Internet,2011-09-30 09:29:26.396000+02:00,Resource04,Group 3,6
case-8456,T05 Print and send confirmation of receipt,2011/07/27 10:04:36,Resource04,General,Group 5,Internet,2011-09-30 09:29:26.396000+02:00,Resource04,Group 2,7
case-8456,T06 Determine necessity of stop advice,2011/07/27 10:04:49,Resource04,General,Group 5,Internet,2011-09-30 09:29:26.396000+02:00,Resource04,Group 1,4
case-8456,T10 Determine necessity to stop indication,2011/07/27 10:05:04,Resource04,General,Group 5,Internet,2011-09-30 09:29:26.396000+02:00,Resource04,Group 1,5
case-8770,Confirmation of receipt,2011/07/27 11:17:45,Resource04,General,Group 5,Internet,,Resource04,EMPTY,1
case-8770,T02 Check confirmation of receipt,2011/07/27 11:18:15,Resource04,General,Group 5,Internet,,Resource04,Group 4,2
case-8770,T04 Determine confirmation of receipt,2011/07/27 11:18:38,Resource04,General,Group 5,Internet,,Resource04,Group 3,6
case-8770,T05 Print and send confirmation of receipt,2011/07/27 11:18:59,Resource04,General,Group 5,Internet,,Resource04,Group 2,7
case-8770,T06 Determine necessity of stop advice,2011/07/27 11:19:14,Resource04,General,Group 5,Internet,,Resource04,Group 1,4
case-8770,T10 Determine necessity to stop indication,2011/07/27 11:19:37,Resource04,General,Group 5,Internet,,Resource04,Group 1,5
case-9165,Confirmation of receipt,2011/10/04 11:44:39,Resource06,General,Group 5,Internet,2011-10-05 08:55:57.593000+02:00,Resource06,EMPTY,1
case-9165,T02 Check confirmation of receipt,2011/10/04 11:45:08,Resource06,General,Group 5,Internet,2011-10-05 08:55:57.593000+02:00,Resource06,Group 4,2
case-9165,T04 Determine confirmation of receipt,2011/10/04 11:45:27,Resource06,General,Group 5,Internet,2011-10-05 08:55:57.593000+02:00,Resource06,Group 3,6
case-9165,T05 Print and send confirmation of receipt,2011/10/04 11:46:03,Resource06,General,Group 5,Internet,2011-10-05 08:55:57.593000+02:00,Resource06,Group 2,7
case-9165,T06 Determine necessity of stop advice,2011/10/04 11:46:28,Resource06,General,Group 5,Internet,2011-10-05 08:55:57.593000+02:00,Resource06,Group 1,4
case-9165,T10 Determine necessity to stop indication,2011/10/04 11:46:48,Resource06,General,Group 5,Internet,2011-10-05 08:55:57.593000+02:00,Resource06,Group 1,5
case-10461,Confirmation of receipt,2011/11/18 09:53:38,Resource03,General,Group 2,Internet,2011-11-23 14:06:55.068000+01:00,Resource03,EMPTY,1
case-10461,T02 Check confirmation of receipt,2011/11/18 09:54:05,Resource03,General,Group 2,Internet,2011-11-23 14:06:55.068000+01:00,Resource03,Group 4,2
case-10461,T04 Determine confirmation of receipt,2011/11/18 09:54:20,Resource03,General,Group 2,Internet,2011-11-23 14:06:55.068000+01:00,Resource03,Group 3,6
case-10461,T05 Print and send confirmation of receipt,2011/11/18 09:54:54,Resource03,General,Group 2,Internet,2011-11-23 14:06:55.068000+01:00,Resource03,Group 2,7
case-10461,T06 Determine necessity of stop advice,2011/11/18 09:55:15,Resource03,General,Group 2,Internet,2011-11-23 14:06:55.068000+01:00,Resource03,Group 1,4
case-10461,T10 Determine necessity to stop indication,2011/11/18 09:55:50,Resource03,General,Group 2,Internet,2011-11-23 14:06:55.068000+01:00,Resource03,Group 1,5
case-10461,T16 Report reasons to hold request,2011/11/18 09:56:06,Resource03,General,Group 2,Internet,2011-11-23 14:06:55.068000+01:00,Resource03,Group 1,8
case-10461,T17 Check report Y to stop indication,2011/11/18 09:56:27,Resource03,General,Group 2,Internet,2011-11-23 14:06:55.068000+01:00,Resource03,Group 4,9
case-10461,T19 Determine report Y to stop indication,2011/11/18 09:56:44,Resource03,General,Group 2,Internet,2011-11-23 14:06:55.068000+01:00,Resource03,Group 3,10
case-10461,T20 Print report Y to stop indication,2011/11/18 09:56:58,Resource03,General,Group 2,Internet,2011-11-23 14:06:55.068000+01:00,Resource03,Group 2,11
case-4511,Confirmation of receipt,2010/12/03 12:12:23,Resource08,General,,Internet,2011-01-05 14:46:51.620000+01:00,Resource08,EMPTY,1
case-4511,T02 Check confirmation of receipt,2010/12/03 12:12:46,Resource08,General,,Internet,2011-01-05 14:46:51.620000+01:00,Resource08,Group 4,2
case-4511,T06 Determine necessity of stop advice,2010/12/03 12:13:11,Resource08,General,,Internet,2011-01-05 14:46:51.620000+01:00,Resource08,Group 1,4
case-4511,T10 Determine necessity to stop indication,2010/12/03 12:13:27,Resource08,General,,Internet,2011-01-05 14:46:51.620000+01:00,Resource08,Group 1,5
case-4511,T04 Determine confirmation of receipt,2010/12/03 12:22:49,Resource10,General,,Internet,2011-01-05 14:46:51.620000+01:00,Resource08,Group 3,6
case-4511,T05 Print and send confirmation of receipt,2010/12/06 14:39:47,admin1,General,,Internet,2011-01-05 14:46:51.620000+01:00,Resource08,Group 2,7
case-6413,Confirmation of receipt,2011/03/17 15:45:51,Resource08,General,,Internet,2011-05-04 16:12:17.687000+02:00,Resource08,EMPTY,1
case-6413,T02 Check confirmation of receipt,2011/03/17 15:46:05,Resource08,General,,Internet,2011-05-04 16:12:17.687000+02:00,Resource08,Group 4,2
case-6413,T04 Determine confirmation of receipt,2011/03/17 16:09:07,Resource18,General,,Internet,2011-05-04 16:12:17.687000+02:00,Resource08,EMPTY,6
case-6413,T05 Print and send confirmation of receipt,2011/03/21 09:40:02,admin1,General,,Internet,2011-05-04 16:12:17.687000+02:00,Resource08,Group 2,7
case-6413,T06 Determine necessity of stop advice,2011/03/22 14:15:45,Resource08,General,,Internet,2011-05-04 16:12:17.687000+02:00,Resource08,Group 1,4
case-6413,T10 Determine necessity to stop indication,2011/03/22 14:16:43,Resource08,General,,Internet,2011-05-04 16:12:17.687000+02:00,Resource08,Group 1,5
case-6413,T16 Report reasons to hold request,2011/03/22 14:18:06,Resource08,General,,Internet,2011-05-04 16:12:17.687000+02:00,Resource08,Group 1,8
case-6413,T17 Check report Y to stop indication,2011/03/22 14:18:20,Resource08,General,,Internet,2011-05-04 16:12:17.687000+02:00,Resource08,Group 4,9
case-6413,T19 Determine report Y to stop indication,2011/03/22 14:19:09,Resource08,General,,Internet,2011-05-04 16:12:17.687000+02:00,Resource08,EMPTY,10
case-6413,T20 Print report Y to stop indication,2011/03/22 14:19:25,Resource08,General,,Internet,2011-05-04 16:12:17.687000+02:00,Resource08,Group 2,11
